alloy-1  | ts=2026-02-09T18:37:14.319876136Z level=info "boringcrypto enabled"=false
alloy-1  | ts=2026-02-09T18:37:14.319900053Z level=info msg="starting complete graph evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3
alloy-1  | ts=2026-02-09T18:37:14.319906928Z level=info msg="running usage stats reporter"
alloy-1  | ts=2026-02-09T18:37:14.31990897Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=otelcol.exporter.otlp.tempo duration=1.526167ms
alloy-1  | ts=2026-02-09T18:37:14.319912386Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=otelcol.processor.batch.default duration=166.625µs
alloy-1  | ts=2026-02-09T18:37:14.31991522Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=otelcol.receiver.otlp.default duration=72.458µs
alloy-1  | ts=2026-02-09T18:37:14.319917928Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=remotecfg duration=21.333µs
alloy-1  | ts=2026-02-09T18:37:14.319920386Z level=info msg="applying non-TLS config to HTTP server" service=http
alloy-1  | ts=2026-02-09T18:37:14.31992222Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=http duration=4.333µs
alloy-1  | ts=2026-02-09T18:37:14.319924636Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=cluster duration=2.666µs
alloy-1  | ts=2026-02-09T18:37:14.319927178Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=loki.write.loki duration=368.083µs
alloy-1  | ts=2026-02-09T18:37:14.319929678Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=loki.process.containers duration=352.167µs
alloy-1  | ts=2026-02-09T18:37:14.319932428Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=logging duration=69.417µs
alloy-1  | ts=2026-02-09T18:37:14.319942095Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=livedebugging duration=6.375µs
alloy-1  | ts=2026-02-09T18:37:14.31995022Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=ui duration=3.125µs
alloy-1  | ts=2026-02-09T18:37:14.322650845Z level=info msg="replaying WAL, this may take a while" component_path=/ component_id=prometheus.remote_write.prometheus subcomponent=wal dir=data-alloy/prometheus.remote_write.prometheus/wal
alloy-1  | ts=2026-02-09T18:37:14.322815595Z level=info msg="WAL segment loaded" component_path=/ component_id=prometheus.remote_write.prometheus subcomponent=wal segment=0 maxSegment=0
alloy-1  | ts=2026-02-09T18:37:14.323286595Z level=info msg="Starting WAL watcher" component_path=/ component_id=prometheus.remote_write.prometheus subcomponent=rw remote_name=720e03 url=http://prometheus:9090/api/v1/write queue=720e03
alloy-1  | ts=2026-02-09T18:37:14.323328053Z level=info msg="Starting scraped metadata watcher" component_path=/ component_id=prometheus.remote_write.prometheus subcomponent=rw remote_name=720e03 url=http://prometheus:9090/api/v1/write
alloy-1  | ts=2026-02-09T18:37:14.323358095Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=prometheus.remote_write.prometheus duration=3.404084ms
alloy-1  | ts=2026-02-09T18:37:14.323700928Z level=info msg="Replaying WAL" component_path=/ component_id=prometheus.remote_write.prometheus subcomponent=rw remote_name=720e03 url=http://prometheus:9090/api/v1/write queue=720e03
alloy-1  | ts=2026-02-09T18:37:14.32406672Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=prometheus.scrape.alloy duration=696.583µs
alloy-1  | ts=2026-02-09T18:37:14.324149178Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=discovery.docker.containers duration=55.542µs
alloy-1  | ts=2026-02-09T18:37:14.324225011Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=discovery.relabel.containers duration=62.375µs
alloy-1  | ts=2026-02-09T18:37:14.324478053Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=loki.source.docker.containers duration=239.542µs
alloy-1  | ts=2026-02-09T18:37:14.324510303Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=tracing duration=10.666µs
alloy-1  | ts=2026-02-09T18:37:14.324532136Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=otel duration=17.417µs
alloy-1  | ts=2026-02-09T18:37:14.324555386Z level=info msg="finished node evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 node_id=labelstore duration=12.625µs
alloy-1  | ts=2026-02-09T18:37:14.32456072Z level=info msg="finished complete graph evaluation" controller_path=/ controller_id="" trace_id=efccc68ad79ba3a1c12023df38925cf3 duration=7.331958ms
alloy-1  | ts=2026-02-09T18:37:14.324923386Z level=info msg="scheduling loaded components and services"
alloy-1  | ts=2026-02-09T18:37:14.325030511Z level=info msg="starting cluster node" service=cluster peers_count=0 peers="" advertise_addr=127.0.0.1:12345
alloy-1  | ts=2026-02-09T18:37:14.325261511Z level=info msg="peers changed" service=cluster peers_count=1 peers=ce2efada5b53
alloy-1  | ts=2026-02-09T18:37:14.326181261Z level=info msg="Starting GRPC server" component_path=/ component_id=otelcol.receiver.otlp.default endpoint=0.0.0.0:4317
alloy-1  | ts=2026-02-09T18:37:14.326294428Z level=info msg="now listening for http traffic" service=http addr=0.0.0.0:12345
alloy-1  | ts=2026-02-09T18:37:14.326384761Z level=info msg="Starting HTTP server" component_path=/ component_id=otelcol.receiver.otlp.default endpoint=0.0.0.0:4318
alloy-1  | ts=2026-02-09T18:37:56.87429292Z level=info msg="Done replaying WAL" component_path=/ component_id=prometheus.remote_write.prometheus subcomponent=rw remote_name=720e03 url=http://prometheus:9090/api/v1/write duration=42.549967518s
alloy-1  | ts=2026-02-09T18:39:49.627473291Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/db9423c4eaf90e32a9695d5b4fc5309125d68166b9f9222a82112ed94750cedd written=23193 container=db9423c4eaf90e32a9695d5b4fc5309125d68166b9f9222a82112ed94750cedd
alloy-1  | ts=2026-02-09T19:29:05.11178734Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e written=507097 container=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e
alloy-1  | ts=2026-02-09T19:29:09.3651958Z level=error msg="error inspecting Docker container" target=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e component_path=/ component_id=loki.source.docker.containers id=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e error="Error response from daemon: No such container: 67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e"
alloy-1  | ts=2026-02-09T19:29:14.354087303Z level=error msg="error inspecting Docker container" target=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e component_path=/ component_id=loki.source.docker.containers id=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e error="Error response from daemon: No such container: 67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e"
alloy-1  | ts=2026-02-09T19:29:19.346467555Z level=error msg="error inspecting Docker container" target=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e component_path=/ component_id=loki.source.docker.containers id=67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e error="Get \"http://%2Fvar%2Frun%2Fdocker.sock/v1.45/containers/67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e/json\": context canceled"
alloy-1  | ts=2026-02-09T19:29:19.346845555Z level=info msg="removing entry from positions file" component_path=/ component_id=loki.source.docker.containers path=cursor-67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e labels="{__address__=\"172.18.0.13:8000\", __meta_docker_container_id=\"67dd767efaf746b05ab141f5da9a261d50f7632629e8f3de42a2992db95fca8e\", __meta_docker_container_label_com_docker_compose_config_hash=\"66b0e328b81c84a23a39b17d67826599f0a833b032bc6e2b7496abdb7848ba78\", __meta_docker_container_label_com_docker_compose_container_number=\"1\", __meta_docker_container_label_com_docker_compose_depends_on=\"db:service_healthy:false,migrate:service_completed_successfully:false,uploads-perms:service_completed_successfully:false\", __meta_docker_container_label_com_docker_compose_image=\"sha256:3377ae2277111977b8805449a2a47a5b18ad474dc3a3d03014491958711014c9\", __meta_docker_container_label_com_docker_compose_oneoff=\"False\", __meta_docker_container_label_com_docker_compose_project=\"zen-ops\", __meta_docker_container_label_com_docker_compose_project_config_files=\"/Users/dr.156/zen-ops/docker-compose.yml\", __meta_docker_container_label_com_docker_compose_project_working_dir=\"/Users/dr.156/zen-ops\", __meta_docker_container_label_com_docker_compose_service=\"api\", __meta_docker_container_label_com_docker_compose_version=\"5.0.2\", __meta_docker_container_label_desktop_docker_io_binds_1_Source=\"/Users/dr.156/zen-ops/deploy/backups\", __meta_docker_container_label_desktop_docker_io_binds_1_SourceKind=\"hostFile\", __meta_docker_container_label_desktop_docker_io_binds_1_Target=\"/backups\", __meta_docker_container_label_desktop_docker_io_ports_scheme=\"v2\", __meta_docker_container_name=\"/zen-ops-api-1\", __meta_docker_container_network_mode=\"zen-ops_default\", __meta_docker_network_id=\"a07d4f755728ab4d26e205333eca3fe0c1af8b681b289d6534e44a3b6334de51\", __meta_docker_network_ingress=\"false\", __meta_docker_network_internal=\"false\", __meta_docker_network_ip=\"172.18.0.13\", __meta_docker_network_label_com_docker_compose_config_hash=\"6e9033353fb3ca2a964d7415bdf758cc50c8da4bad28ad713cf9c37792d89113\", __meta_docker_network_label_com_docker_compose_network=\"default\", __meta_docker_network_label_com_docker_compose_project=\"zen-ops\", __meta_docker_network_label_com_docker_compose_version=\"5.0.2\", __meta_docker_network_name=\"zen-ops_default\", __meta_docker_network_scope=\"local\", __meta_docker_port_private=\"8000\", container=\"zen-ops-api-1\", project=\"zen-ops\", service=\"api\"}"
alloy-1  | ts=2026-02-09T19:34:13.11284351Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617 written=37170 container=89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617
alloy-1  | ts=2026-02-09T19:34:14.368554969Z level=error msg="error inspecting Docker container" target=89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617 component_path=/ component_id=loki.source.docker.containers id=89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617 error="Error response from daemon: No such container: 89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617"
alloy-1  | ts=2026-02-09T19:34:19.343390888Z level=info msg="removing entry from positions file" component_path=/ component_id=loki.source.docker.containers path=cursor-89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617 labels="{__address__=\"172.18.0.13:8000\", __meta_docker_container_id=\"89a83bd56375f4439076f80f0e663bd2f4c897787993755a576be9a12f059617\", __meta_docker_container_label_com_docker_compose_config_hash=\"66b0e328b81c84a23a39b17d67826599f0a833b032bc6e2b7496abdb7848ba78\", __meta_docker_container_label_com_docker_compose_container_number=\"1\", __meta_docker_container_label_com_docker_compose_depends_on=\"db:service_healthy:false,migrate:service_completed_successfully:false,uploads-perms:service_completed_successfully:false\", __meta_docker_container_label_com_docker_compose_image=\"sha256:904eb47b62ff67c78a08a82b75c65f5c7a0c4d0de542fb385567f74d52e73d84\", __meta_docker_container_label_com_docker_compose_oneoff=\"False\", __meta_docker_container_label_com_docker_compose_project=\"zen-ops\", __meta_docker_container_label_com_docker_compose_project_config_files=\"/Users/dr.156/zen-ops/docker-compose.yml\", __meta_docker_container_label_com_docker_compose_project_working_dir=\"/Users/dr.156/zen-ops\", __meta_docker_container_label_com_docker_compose_replace=\"api-1\", __meta_docker_container_label_com_docker_compose_service=\"api\", __meta_docker_container_label_com_docker_compose_version=\"5.0.2\", __meta_docker_container_label_desktop_docker_io_binds_1_Source=\"/Users/dr.156/zen-ops/deploy/backups\", __meta_docker_container_label_desktop_docker_io_binds_1_SourceKind=\"hostFile\", __meta_docker_container_label_desktop_docker_io_binds_1_Target=\"/backups\", __meta_docker_container_label_desktop_docker_io_ports_scheme=\"v2\", __meta_docker_container_name=\"/zen-ops-api-1\", __meta_docker_container_network_mode=\"zen-ops_default\", __meta_docker_network_id=\"a07d4f755728ab4d26e205333eca3fe0c1af8b681b289d6534e44a3b6334de51\", __meta_docker_network_ingress=\"false\", __meta_docker_network_internal=\"false\", __meta_docker_network_ip=\"172.18.0.13\", __meta_docker_network_label_com_docker_compose_config_hash=\"6e9033353fb3ca2a964d7415bdf758cc50c8da4bad28ad713cf9c37792d89113\", __meta_docker_network_label_com_docker_compose_network=\"default\", __meta_docker_network_label_com_docker_compose_project=\"zen-ops\", __meta_docker_network_label_com_docker_compose_version=\"5.0.2\", __meta_docker_network_name=\"zen-ops_default\", __meta_docker_network_scope=\"local\", __meta_docker_port_private=\"8000\", container=\"zen-ops-api-1\", project=\"zen-ops\", service=\"api\"}"
alloy-1  | ts=2026-02-09T19:34:40.178786592Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c written=481026 container=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c
alloy-1  | ts=2026-02-09T19:34:49.344236638Z level=error msg="error inspecting Docker container" target=1ff9f23ca139c3306ee5e2c89ec4dd4b48375579990e29f99074733b1587abde component_path=/ component_id=loki.source.docker.containers id=1ff9f23ca139c3306ee5e2c89ec4dd4b48375579990e29f99074733b1587abde error="Get \"http://%2Fvar%2Frun%2Fdocker.sock/v1.45/containers/1ff9f23ca139c3306ee5e2c89ec4dd4b48375579990e29f99074733b1587abde/json\": context canceled"
